Period,RH
2017-02-16 03:30:00,39.7
2017-02-16 04:30:00,39.55
2017-02-16 05:30:00,37.9
2017-02-16 06:30:00,41.9
2017-02-16 07:30:00,44.5
2017-02-16 08:30:00,43.85
2017-02-16 09:30:00,44.7
2017-02-16 10:30:00,44.35
2017-02-16 11:30:00,68.35
2017-02-17 12:30:00,76.9
2017-02-17 01:30:00,79.7
2017-02-17 02:30:00,81.9
2017-02-17 03:30:00,84.05
2017-02-17 04:30:00,86.1
2017-02-17 05:30:00,88.6
2017-02-17 06:30:00,89.6
2017-02-17 07:30:00,89.7
2017-02-17 08:30:00,88.1
2017-02-17 09:30:00,80.5
2017-02-17 10:30:00,70.65
2017-02-17 11:30:00,55.95
2017-02-17 12:30:00,45.25
2017-02-17 01:30:00,33.55
2017-02-17 02:30:00,24.9
2017-02-17 03:30:00,17.65
2017-02-17 04:30:00,15.25
2017-02-17 05:30:00,13.05
2017-02-17 06:30:00,14.9
2017-02-17 07:30:00,15.4
2017-02-17 08:30:00,16.2
2017-02-17 09:30:00,16.9
2017-02-17 10:30:00,18.4
2017-02-17 11:30:00,19.0
2017-02-18 12:30:00,22.1
2017-02-18 01:30:00,23.45
2017-02-18 02:30:00,25.15
2017-02-18 03:30:00,26.3
2017-02-18 04:30:00,35.65000000000001
2017-02-18 05:30:00,53.75
2017-02-18 06:30:00,61.4
2017-02-18 07:30:00,44.45
2017-02-18 08:30:00,25.15
2017-02-18 09:30:00,19.55
2017-02-18 10:30:00,19.65
2017-02-18 11:30:00,18.15
2017-02-18 12:30:00,15.8
2017-02-18 01:30:00,15.05
2017-02-18 02:30:00,13.15
2017-02-18 03:30:00,11.3
2017-02-18 04:30:00,11.5
2017-02-18 05:30:00,12.55
2017-02-18 06:30:00,15.65
2017-02-18 07:30:00,17.9
2017-02-18 08:30:00,20.35
2017-02-18 09:30:00,20.75
2017-02-18 10:30:00,21.55
2017-02-18 11:30:00,21.25
2017-02-19 12:30:00,30.55
2017-02-19 01:30:00,48.55
2017-02-19 02:30:00,41.0
2017-02-19 03:30:00,50.25
2017-02-19 04:30:00,63.95
2017-02-19 05:30:00,56.6
2017-02-19 06:30:00,72.35
2017-02-19 07:30:00,81.0
2017-02-19 08:30:00,79.5
2017-02-19 09:30:00,73.35
2017-02-19 10:30:00,55.55
2017-02-19 11:30:00,40.3
2017-02-19 12:30:00,29.45000000000001
2017-02-19 01:30:00,23.25
2017-02-19 02:30:00,23.25
2017-02-19 03:30:00,19.55
2017-02-19 04:30:00,17.35
2017-02-19 05:30:00,16.1
2017-02-19 06:30:00,17.75
2017-02-19 07:30:00,18.65
2017-02-19 08:30:00,19.75
2017-02-19 09:30:00,21.3
2017-02-19 10:30:00,21.450000000000006
2017-02-19 11:30:00,23.15
2017-02-20 12:30:00,26.0
2017-02-20 01:30:00,31.45000000000001
2017-02-20 02:30:00,48.9
2017-02-20 03:30:00,72.5
2017-02-20 04:30:00,83.0
2017-02-20 05:30:00,86.2
2017-02-20 06:30:00,86.95
2017-02-20 07:30:00,84.1
2017-02-20 08:30:00,82.9
2017-02-20 09:30:00,76.9
2017-02-20 10:30:00,66.4
2017-02-20 11:30:00,55.1
2017-02-20 12:30:00,40.3
2017-02-20 01:30:00,34.40000000000001
2017-02-20 02:30:00,29.4
2017-02-20 03:30:00,27.0
2017-02-20 04:30:00,29.05
2017-02-20 05:30:00,31.3
2017-02-20 06:30:00,36.95
2017-02-20 07:30:00,40.7
2017-02-20 08:30:00,43.55
2017-02-20 09:30:00,47.90000000000001
2017-02-20 10:30:00,49.65000000000001
2017-02-20 11:30:00,53.25
2017-02-21 12:30:00,59.05
2017-02-21 01:30:00,67.9
2017-02-21 02:30:00,76.4
2017-02-21 03:30:00,81.5
2017-02-21 04:30:00,84.8
2017-02-21 05:30:00,86.05
2017-02-21 06:30:00,86.65
2017-02-21 07:30:00,87.1
2017-02-21 08:30:00,85.6
2017-02-21 09:30:00,77.75
2017-02-21 10:30:00,71.05000000000003
2017-02-21 11:30:00,62.6
2017-02-21 12:30:00,54.05
2017-02-21 01:30:00,46.95
2017-02-21 02:30:00,44.2
2017-02-21 03:30:00,43.3
2017-02-21 04:30:00,42.7
2017-02-21 05:30:00,44.45
2017-02-21 06:30:00,49.25
2017-02-21 07:30:00,52.05
2017-02-21 08:30:00,53.95
2017-02-21 09:30:00,57.6
2017-02-21 10:30:00,60.35
2017-02-21 11:30:00,63.65000000000001
2017-02-22 12:30:00,68.1
2017-02-22 01:30:00,75.15
2017-02-22 02:30:00,83.1
2017-02-22 03:30:00,87.30000000000004
2017-02-22 04:30:00,89.15
2017-02-22 05:30:00,90.0
2017-02-22 06:30:00,90.85
2017-02-22 07:30:00,89.44999999999996
2017-02-22 08:30:00,86.75
2017-02-22 09:30:00,84.15
2017-02-22 10:30:00,74.65
2017-02-22 11:30:00,65.05000000000001
2017-02-22 12:30:00,56.75
2017-02-22 01:30:00,46.40000000000001
2017-02-22 02:30:00,44.45
2017-02-22 03:30:00,40.3
2017-02-22 04:30:00,38.05
2017-02-22 05:30:00,40.35
2017-02-22 06:30:00,45.40000000000001
2017-02-22 07:30:00,48.65
2017-02-22 08:30:00,51.65
2017-02-22 09:30:00,55.0
2017-02-22 10:30:00,59.45
2017-02-22 11:30:00,64.25
2017-02-23 12:30:00,70.1
2017-02-23 01:30:00,72.4
2017-02-23 02:30:00,70.1
2017-02-23 03:30:00,69.8
2017-02-23 04:30:00,74.1
2017-02-23 05:30:00,75.15
2017-02-23 06:30:00,77.05
2017-02-23 07:30:00,75.19999999999997
2017-02-23 08:30:00,70.8
2017-02-23 09:30:00,66.95
2017-02-23 10:30:00,62.55
2017-02-23 11:30:00,57.5
2017-02-23 12:30:00,54.15000000000001
2017-02-23 01:30:00,43.8
2017-02-23 02:30:00,36.35
2017-02-23 03:30:00,35.5
2017-02-23 04:30:00,36.4
2017-02-23 05:30:00,38.05
2017-02-23 06:30:00,43.9
2017-02-23 07:30:00,52.3
2017-02-23 08:30:00,56.6
2017-02-23 09:30:00,59.85
2017-02-23 10:30:00,62.95
2017-02-23 11:30:00,72.0
2017-02-24 12:30:00,77.19999999999997
2017-02-24 01:30:00,80.0
2017-02-24 02:30:00,83.55
2017-02-24 03:30:00,85.75
2017-02-24 04:30:00,88.25
2017-02-24 05:30:00,90.4
2017-02-24 06:30:00,90.85
2017-02-24 07:30:00,88.75
2017-02-24 08:30:00,82.55000000000003
2017-02-24 09:30:00,72.5
2017-02-24 10:30:00,63.55
2017-02-24 11:30:00,55.90000000000001
2017-02-24 12:30:00,50.0
2017-02-24 01:30:00,44.6
2017-02-24 02:30:00,41.45
2017-02-24 03:30:00,40.4
2017-02-24 04:30:00,79.25
2017-02-24 05:30:00,77.6
2017-02-24 06:30:00,72.95
2017-02-24 07:30:00,72.95
2017-02-24 08:30:00,72.19999999999997
2017-02-24 09:30:00,73.85
2017-02-24 10:30:00,77.55
2017-02-24 11:30:00,77.45
2017-02-25 12:30:00,77.55000000000003
2017-02-25 01:30:00,77.75
2017-02-25 02:30:00,79.85
2017-02-25 03:30:00,80.45
2017-02-25 04:30:00,80.15
2017-02-25 05:30:00,82.55
2017-02-25 06:30:00,86.25
2017-02-25 07:30:00,91.6
2017-02-25 08:30:00,92.95
2017-02-25 09:30:00,89.6
2017-02-25 10:30:00,83.2
2017-02-25 11:30:00,75.15
2017-02-25 12:30:00,70.44999999999997
2017-02-25 01:30:00,64.15
2017-02-25 02:30:00,61.35
2017-02-25 03:30:00,57.90000000000001
2017-02-25 04:30:00,57.5
2017-02-25 05:30:00,57.35
2017-02-25 06:30:00,63.2
2017-02-25 07:30:00,74.75
2017-02-25 08:30:00,77.85
2017-02-25 09:30:00,89.94999999999996
2017-02-25 10:30:00,87.35
2017-02-25 11:30:00,84.55
2017-02-26 12:30:00,85.1
2017-02-26 01:30:00,86.44999999999996
2017-02-26 02:30:00,87.69999999999996
2017-02-26 03:30:00,86.4
2017-02-26 04:30:00,87.94999999999996
2017-02-26 05:30:00,89.55
2017-02-26 06:30:00,90.65
2017-02-26 07:30:00,88.85
2017-02-26 08:30:00,83.75
2017-02-26 09:30:00,76.9
2017-02-26 10:30:00,70.9
2017-02-26 11:30:00,65.55000000000001
2017-02-26 12:30:00,61.3
2017-02-26 01:30:00,58.35
2017-02-26 02:30:00,57.6
2017-02-26 03:30:00,59.5
2017-02-26 04:30:00,68.15
2017-02-26 05:30:00,71.69999999999997
2017-02-26 06:30:00,75.15
2017-02-26 07:30:00,78.8
2017-02-26 08:30:00,83.19999999999997
2017-02-26 09:30:00,87.05
2017-02-26 10:30:00,90.05
2017-02-26 11:30:00,86.15
2017-02-27 12:30:00,82.55000000000003
2017-02-27 01:30:00,86.15
2017-02-27 02:30:00,89.6
2017-02-27 03:30:00,89.95
2017-02-27 04:30:00,93.35
2017-02-27 05:30:00,94.55
2017-02-27 06:30:00,95.15
2017-02-27 07:30:00,94.2
2017-02-27 08:30:00,83.30000000000003
2017-02-27 09:30:00,70.55000000000003
2017-02-27 10:30:00,59.35
2017-02-27 11:30:00,48.85
2017-02-27 12:30:00,43.0
2017-02-27 01:30:00,41.1
2017-02-27 02:30:00,40.5
2017-02-27 03:30:00,40.55
2017-02-27 04:30:00,41.35
2017-02-27 05:30:00,48.35
2017-02-27 06:30:00,53.35
2017-02-27 07:30:00,59.05
2017-02-27 08:30:00,62.5
2017-02-27 09:30:00,64.9
2017-02-27 10:30:00,66.75
2017-02-27 11:30:00,69.45
2017-02-28 12:30:00,72.45
2017-02-28 01:30:00,77.19999999999997
2017-02-28 02:30:00,83.25
2017-02-28 03:30:00,86.1
2017-02-28 04:30:00,88.55
2017-02-28 05:30:00,89.9
2017-02-28 06:30:00,90.1
2017-02-28 07:30:00,89.25
2017-02-28 08:30:00,79.55
2017-02-28 09:30:00,70.30000000000001
2017-02-28 10:30:00,61.90000000000001
2017-02-28 11:30:00,57.25
2017-02-28 12:30:00,54.0
2017-02-28 01:30:00,49.05
2017-02-28 02:30:00,40.8
2017-02-28 03:30:00,34.45
2017-02-28 04:30:00,35.099999999999994
2017-02-28 05:30:00,37.0
2017-02-28 06:30:00,42.65
2017-02-28 07:30:00,50.25
2017-02-28 08:30:00,56.55
2017-02-28 09:30:00,61.05
2017-02-28 10:30:00,66.85
2017-02-28 11:30:00,71.3
2017-03-01 12:30:00,77.15
2017-03-01 01:30:00,81.15
2017-03-01 02:30:00,84.55000000000003
2017-03-01 03:30:00,85.3
2017-03-01 04:30:00,88.45
2017-03-01 05:30:00,90.75
2017-03-01 06:30:00,92.1
2017-03-01 07:30:00,90.25
2017-03-01 08:30:00,83.1
2017-03-01 09:30:00,75.95
2017-03-01 10:30:00,68.6
2017-03-01 11:30:00,61.8
2017-03-01 12:30:00,56.8
2017-03-01 01:30:00,53.3
2017-03-01 02:30:00,46.15
2017-03-01 03:30:00,53.85
2017-03-01 04:30:00,59.2
2017-03-01 05:30:00,54.75
2017-03-01 06:30:00,64.0
2017-03-01 07:30:00,73.2
2017-03-01 08:30:00,72.65
2017-03-01 09:30:00,75.05
2017-03-01 10:30:00,78.44999999999997
2017-03-01 11:30:00,82.19999999999997
2017-03-02 12:30:00,84.5
2017-03-02 01:30:00,87.65
2017-03-02 02:30:00,89.35
2017-03-02 03:30:00,90.6
2017-03-02 04:30:00,92.35
2017-03-02 05:30:00,93.15
2017-03-02 06:30:00,93.55
2017-03-02 07:30:00,93.15
2017-03-02 08:30:00,89.15
2017-03-02 09:30:00,82.85
2017-03-02 10:30:00,77.15
2017-03-02 11:30:00,69.55
2017-03-02 12:30:00,61.95
2017-03-02 01:30:00,55.85
2017-03-02 02:30:00,51.45
2017-03-02 03:30:00,47.1
2017-03-02 04:30:00,42.95
2017-03-02 05:30:00,45.8
2017-03-02 06:30:00,61.05
2017-03-02 07:30:00,64.05000000000001
2017-03-02 08:30:00,63.25
2017-03-02 09:30:00,66.0
2017-03-02 10:30:00,68.65
2017-03-02 11:30:00,74.80000000000003
2017-03-03 12:30:00,78.2
2017-03-03 01:30:00,80.35
2017-03-03 02:30:00,83.9
2017-03-03 03:30:00,87.35
2017-03-03 04:30:00,88.9
2017-03-03 05:30:00,90.65
2017-03-03 06:30:00,93.2
2017-03-03 07:30:00,92.95
2017-03-03 08:30:00,88.15
2017-03-03 09:30:00,80.4
2017-03-03 10:30:00,73.55000000000003
2017-03-03 11:30:00,67.1
2017-03-03 12:30:00,63.8
2017-03-03 01:30:00,59.0
2017-03-03 02:30:00,54.35
2017-03-03 03:30:00,53.1
2017-03-03 04:30:00,53.95
2017-03-03 05:30:00,58.55
2017-03-03 06:30:00,62.6
2017-03-03 07:30:00,81.3
2017-03-03 08:30:00,84.9
2017-03-03 09:30:00,77.55
2017-03-03 10:30:00,79.0
2017-03-03 11:30:00,80.0
2017-03-04 12:30:00,86.6
2017-03-04 01:30:00,88.55
2017-03-04 02:30:00,89.1
2017-03-04 03:30:00,90.75
2017-03-04 04:30:00,91.05
2017-03-04 05:30:00,89.5
2017-03-04 06:30:00,90.2
2017-03-04 07:30:00,89.0
2017-03-04 08:30:00,84.69999999999997
2017-03-04 09:30:00,77.95
2017-03-04 10:30:00,71.0
2017-03-04 11:30:00,63.9
2017-03-04 12:30:00,59.40000000000001
2017-03-04 01:30:00,53.90000000000001
2017-03-04 02:30:00,51.45
2017-03-04 03:30:00,46.45
2017-03-04 04:30:00,42.95
2017-03-04 05:30:00,43.8
2017-03-04 06:30:00,50.55
2017-03-04 07:30:00,58.1
2017-03-04 08:30:00,60.85
2017-03-04 09:30:00,64.1
2017-03-04 10:30:00,70.5
2017-03-04 11:30:00,77.30000000000003
2017-03-05 12:30:00,81.1
2017-03-05 01:30:00,84.25
2017-03-05 02:30:00,87.19999999999996
2017-03-05 03:30:00,90.8
2017-03-05 04:30:00,91.9
2017-03-05 05:30:00,91.8
2017-03-05 06:30:00,91.7
2017-03-05 07:30:00,90.05
2017-03-05 08:30:00,84.5
2017-03-05 09:30:00,79.35
2017-03-05 10:30:00,71.05
2017-03-05 11:30:00,65.2
2017-03-05 12:30:00,59.65
2017-03-05 01:30:00,55.3
2017-03-05 02:30:00,48.7
2017-03-05 03:30:00,45.9
2017-03-05 04:30:00,46.05
2017-03-05 05:30:00,49.40000000000001
2017-03-05 06:30:00,54.85
2017-03-05 07:30:00,59.65000000000001
2017-03-05 08:30:00,64.45
2017-03-05 09:30:00,68.55
2017-03-05 10:30:00,71.94999999999997
2017-03-05 11:30:00,77.65
2017-03-06 12:30:00,83.05000000000003
2017-03-06 01:30:00,85.65
2017-03-06 02:30:00,87.65
2017-03-06 03:30:00,89.94999999999996
2017-03-06 04:30:00,90.75
2017-03-06 05:30:00,91.55
2017-03-06 06:30:00,93.2
2017-03-06 07:30:00,92.45
2017-03-06 08:30:00,86.45
2017-03-06 09:30:00,78.65
2017-03-06 10:30:00,77.35
2017-03-06 11:30:00,73.30000000000003
2017-03-06 12:30:00,69.6
2017-03-06 01:30:00,63.7
2017-03-06 02:30:00,59.85
2017-03-06 03:30:00,56.95
2017-03-06 04:30:00,54.8
2017-03-06 05:30:00,53.15
2017-03-06 06:30:00,57.25
2017-03-06 07:30:00,62.25
2017-03-06 08:30:00,65.05000000000001
2017-03-06 09:30:00,62.7
2017-03-06 10:30:00,71.55000000000003
2017-03-06 11:30:00,77.55
2017-03-07 12:30:00,79.15
2017-03-07 01:30:00,80.5
2017-03-07 02:30:00,83.25
2017-03-07 03:30:00,85.6
2017-03-07 04:30:00,86.5
2017-03-07 05:30:00,87.65
2017-03-07 06:30:00,88.75
2017-03-07 07:30:00,89.4
2017-03-07 08:30:00,80.55000000000003
2017-03-07 09:30:00,71.05000000000003
2017-03-07 10:30:00,65.3
2017-03-07 11:30:00,61.8
2017-03-07 12:30:00,56.15
2017-03-07 01:30:00,50.0
2017-03-07 02:30:00,34.7
2017-03-07 03:30:00,39.5
2017-03-07 04:30:00,52.2
2017-03-07 05:30:00,54.45
2017-03-07 06:30:00,58.05
2017-03-07 07:30:00,64.25
2017-03-07 08:30:00,69.1
2017-03-07 09:30:00,70.95
2017-03-07 10:30:00,71.1
2017-03-07 11:30:00,71.9
2017-03-08 12:30:00,74.55000000000003
2017-03-08 01:30:00,78.55000000000003
2017-03-08 02:30:00,82.44999999999997
2017-03-08 03:30:00,85.65
2017-03-08 04:30:00,87.05000000000004
2017-03-08 05:30:00,89.2
2017-03-08 06:30:00,92.2
2017-03-08 07:30:00,93.5
2017-03-08 08:30:00,93.5
2017-03-08 09:30:00,82.25
2017-03-08 10:30:00,69.8
2017-03-08 11:30:00,60.3
2017-03-08 12:30:00,49.65
2017-03-08 01:30:00,41.95
2017-03-08 02:30:00,38.0
2017-03-08 03:30:00,37.0
2017-03-08 04:30:00,34.6
2017-03-08 05:30:00,36.3
2017-03-08 06:30:00,42.1
2017-03-08 07:30:00,45.05
2017-03-08 08:30:00,49.85
2017-03-08 09:30:00,53.1
2017-03-08 10:30:00,59.15
2017-03-08 11:30:00,64.35
2017-03-09 12:30:00,71.9
2017-03-09 01:30:00,78.2
2017-03-09 02:30:00,84.30000000000003
2017-03-09 03:30:00,88.55
2017-03-09 04:30:00,90.2
2017-03-09 05:30:00,90.75
2017-03-09 06:30:00,91.0
2017-03-09 07:30:00,89.9
2017-03-09 08:30:00,84.80000000000003
2017-03-09 09:30:00,75.85
2017-03-09 10:30:00,66.5
2017-03-09 11:30:00,57.45
2017-03-09 12:30:00,49.15
2017-03-09 01:30:00,40.75
2017-03-09 02:30:00,36.75
2017-03-09 03:30:00,34.75
2017-03-09 04:30:00,33.05
2017-03-09 05:30:00,32.65
2017-03-09 06:30:00,39.75
2017-03-09 07:30:00,43.8
2017-03-09 08:30:00,49.6
2017-03-09 09:30:00,56.0
2017-03-09 10:30:00,63.6
2017-03-09 11:30:00,77.45
2017-03-10 12:30:00,82.5
2017-03-10 01:30:00,85.75
2017-03-10 02:30:00,88.5
2017-03-10 03:30:00,90.1
2017-03-10 04:30:00,90.6
2017-03-10 05:30:00,91.55
2017-03-10 06:30:00,91.2
2017-03-10 07:30:00,90.7
2017-03-10 08:30:00,84.8
2017-03-10 09:30:00,76.94999999999997
2017-03-10 10:30:00,68.8
2017-03-10 11:30:00,61.5
2017-03-10 12:30:00,56.05
2017-03-10 01:30:00,50.7
2017-03-10 02:30:00,43.85
2017-03-10 03:30:00,41.8
2017-03-10 04:30:00,40.40000000000001
2017-03-10 05:30:00,50.2
2017-03-10 06:30:00,53.9
2017-03-10 07:30:00,61.55
2017-03-10 08:30:00,63.6
2017-03-10 09:30:00,66.05000000000001
2017-03-10 10:30:00,73.45
2017-03-10 11:30:00,78.25
2017-03-11 12:30:00,80.19999999999997
2017-03-11 01:30:00,82.85
2017-03-11 02:30:00,85.95
2017-03-11 03:30:00,88.75
2017-03-11 04:30:00,90.95
2017-03-11 05:30:00,90.9
2017-03-11 06:30:00,90.35
2017-03-11 07:30:00,89.6
2017-03-11 08:30:00,84.75
2017-03-11 09:30:00,79.35
2017-03-11 10:30:00,74.4
2017-03-11 11:30:00,71.8
2017-03-11 12:30:00,66.44999999999999
2017-03-11 01:30:00,58.3
2017-03-11 02:30:00,53.8
2017-03-11 03:30:00,49.5
2017-03-11 04:30:00,47.55
2017-03-11 05:30:00,59.5
2017-03-11 06:30:00,59.55
2017-03-11 07:30:00,67.35
2017-03-11 08:30:00,72.95
2017-03-11 09:30:00,76.2
2017-03-11 10:30:00,78.05000000000003
2017-03-11 11:30:00,83.0
2017-03-12 12:30:00,81.95
2017-03-12 01:30:00,81.44999999999997
2017-03-12 02:30:00,83.5
2017-03-12 03:30:00,86.5
2017-03-12 04:30:00,88.4
2017-03-12 05:30:00,89.4
2017-03-12 06:30:00,89.75
2017-03-12 07:30:00,85.15
2017-03-12 08:30:00,75.0
2017-03-12 09:30:00,64.65
2017-03-12 10:30:00,57.75
2017-03-12 11:30:00,50.65
2017-03-12 12:30:00,47.25
2017-03-12 01:30:00,45.65000000000001
2017-03-12 02:30:00,42.95
2017-03-12 03:30:00,44.3
2017-03-12 04:30:00,64.05
2017-03-12 05:30:00,77.7
2017-03-12 06:30:00,82.6
2017-03-12 07:30:00,81.2
2017-03-12 08:30:00,82.0
2017-03-12 09:30:00,82.95
2017-03-12 10:30:00,86.35
2017-03-12 11:30:00,87.15
2017-03-13 12:30:00,88.35
2017-03-13 01:30:00,88.05000000000004
2017-03-13 02:30:00,84.65
2017-03-13 03:30:00,82.6
2017-03-13 04:30:00,85.35
2017-03-13 05:30:00,87.4
2017-03-13 06:30:00,88.44999999999996
2017-03-13 07:30:00,89.05
2017-03-13 08:30:00,79.3
2017-03-13 09:30:00,76.55
2017-03-13 10:30:00,70.7
2017-03-13 11:30:00,58.1
2017-03-13 12:30:00,48.65
2017-03-13 01:30:00,42.65
2017-03-13 02:30:00,40.05
2017-03-13 03:30:00,38.6
2017-03-13 04:30:00,40.55
2017-03-13 05:30:00,46.5
2017-03-13 06:30:00,51.55
2017-03-13 07:30:00,56.2
2017-03-13 08:30:00,61.65000000000001
2017-03-13 09:30:00,63.8
2017-03-13 10:30:00,66.25
2017-03-13 11:30:00,67.35
2017-03-14 12:30:00,70.15
2017-03-14 01:30:00,72.85
2017-03-14 02:30:00,77.2
2017-03-14 03:30:00,80.15
2017-03-14 04:30:00,81.75
2017-03-14 05:30:00,84.45
2017-03-14 06:30:00,87.25
2017-03-14 07:30:00,86.6
2017-03-14 08:30:00,82.19999999999997
2017-03-14 09:30:00,72.35
2017-03-14 10:30:00,63.6
2017-03-14 11:30:00,58.7
2017-03-14 12:30:00,54.15
2017-03-14 01:30:00,49.4
2017-03-14 02:30:00,46.75
2017-03-14 03:30:00,44.95
2017-03-14 04:30:00,45.65000000000001
2017-03-14 05:30:00,48.8
2017-03-14 06:30:00,52.55
2017-03-14 07:30:00,60.05
2017-03-14 08:30:00,69.75
2017-03-14 09:30:00,76.5
2017-03-14 10:30:00,73.95
2017-03-14 11:30:00,75.2
2017-03-15 12:30:00,76.35
2017-03-15 01:30:00,78.94999999999997
2017-03-15 02:30:00,81.5
2017-03-15 03:30:00,83.9
2017-03-15 04:30:00,88.35
2017-03-15 05:30:00,90.1
2017-03-15 06:30:00,91.95
2017-03-15 07:30:00,93.5
2017-03-15 08:30:00,91.25
2017-03-15 09:30:00,76.05
2017-03-15 10:30:00,64.05
2017-03-15 11:30:00,54.35
2017-03-15 12:30:00,48.25
2017-03-15 01:30:00,44.75
2017-03-15 02:30:00,41.05
2017-03-15 03:30:00,38.65000000000001
2017-03-15 04:30:00,34.5
2017-03-15 05:30:00,36.1
2017-03-15 06:30:00,45.6
2017-03-15 07:30:00,53.45
2017-03-15 08:30:00,57.1
2017-03-15 09:30:00,60.9
2017-03-15 10:30:00,63.65000000000001
2017-03-15 11:30:00,68.15
2017-03-16 12:30:00,76.25
2017-03-16 01:30:00,83.15
2017-03-16 02:30:00,86.05
2017-03-16 03:30:00,87.55
2017-03-16 04:30:00,88.55000000000004
2017-03-16 05:30:00,90.55
2017-03-16 06:30:00,92.85
2017-03-16 07:30:00,92.3
2017-03-16 08:30:00,83.3
2017-03-16 09:30:00,75.19999999999997
2017-03-16 10:30:00,71.85
2017-03-16 11:30:00,67.1
2017-03-16 12:30:00,60.15
2017-03-16 01:30:00,53.5
2017-03-16 02:30:00,45.2
2017-03-16 03:30:00,41.85
2017-03-16 04:30:00,41.25
2017-03-16 05:30:00,43.7
2017-03-16 06:30:00,46.95
2017-03-16 07:30:00,53.95
2017-03-16 08:30:00,59.40000000000001
2017-03-16 09:30:00,60.85
2017-03-16 10:30:00,63.6
2017-03-16 11:30:00,72.4
2017-03-17 12:30:00,81.85
2017-03-17 01:30:00,86.6
2017-03-17 02:30:00,88.15
2017-03-17 03:30:00,89.35
2017-03-17 04:30:00,87.5
2017-03-17 05:30:00,85.9
2017-03-17 06:30:00,86.85
2017-03-17 07:30:00,87.0
2017-03-17 08:30:00,82.9
2017-03-17 09:30:00,73.75
2017-03-17 10:30:00,63.45
2017-03-17 11:30:00,57.45
2017-03-17 12:30:00,52.05
2017-03-17 01:30:00,46.65000000000001
2017-03-17 02:30:00,40.75
2017-03-17 03:30:00,36.35
2017-03-17 04:30:00,36.0
2017-03-17 05:30:00,37.05
2017-03-17 06:30:00,42.6
2017-03-17 07:30:00,48.75
2017-03-17 08:30:00,53.05
2017-03-17 09:30:00,56.05
2017-03-17 10:30:00,68.8
2017-03-17 11:30:00,77.4
2017-03-18 12:30:00,80.75
2017-03-18 01:30:00,83.6
2017-03-18 02:30:00,86.5
2017-03-18 03:30:00,88.9
2017-03-18 04:30:00,90.35
2017-03-18 05:30:00,90.6
2017-03-18 06:30:00,90.25
2017-03-18 07:30:00,86.75
2017-03-18 08:30:00,81.25
2017-03-18 09:30:00,76.35
2017-03-18 10:30:00,72.55000000000003
2017-03-18 11:30:00,64.65
2017-03-18 12:30:00,58.85
2017-03-18 01:30:00,53.0
2017-03-18 02:30:00,47.1
2017-03-18 03:30:00,43.05
2017-03-18 04:30:00,41.15000000000001
2017-03-18 05:30:00,41.65000000000001
2017-03-18 06:30:00,45.05
2017-03-18 07:30:00,50.45
2017-03-18 08:30:00,55.85
2017-03-18 09:30:00,59.5
2017-03-18 10:30:00,63.65
2017-03-18 11:30:00,73.05
2017-03-19 12:30:00,78.05000000000003
2017-03-19 01:30:00,81.05
2017-03-19 02:30:00,81.7
2017-03-19 03:30:00,85.2
2017-03-19 04:30:00,87.95
2017-03-19 05:30:00,88.85
2017-03-19 06:30:00,89.69999999999996
2017-03-19 07:30:00,88.15
2017-03-19 08:30:00,79.94999999999997
2017-03-19 09:30:00,69.25
2017-03-19 10:30:00,61.55
2017-03-19 11:30:00,56.55
2017-03-19 12:30:00,50.75
2017-03-19 01:30:00,46.75
2017-03-19 02:30:00,43.15
2017-03-19 03:30:00,57.85
2017-03-19 04:30:00,57.2
2017-03-19 05:30:00,61.3
2017-03-19 06:30:00,62.35
2017-03-19 07:30:00,63.75
2017-03-19 08:30:00,68.65
2017-03-19 09:30:00,74.3
2017-03-19 10:30:00,91.2
2017-03-19 11:30:00,96.45
2017-03-20 12:30:00,97.05
2017-03-20 01:30:00,94.6
2017-03-20 02:30:00,91.3
2017-03-20 03:30:00,96.85
2017-03-20 04:30:00,97.65
2017-03-20 05:30:00,97.8
2017-03-20 06:30:00,97.75
2017-03-20 07:30:00,97.2
2017-03-20 08:30:00,94.5
2017-03-20 09:30:00,85.69999999999997
2017-03-20 10:30:00,77.44999999999997
2017-03-20 11:30:00,73.19999999999997
2017-03-20 12:30:00,67.55000000000001
2017-03-20 01:30:00,55.1
2017-03-20 02:30:00,51.75
2017-03-20 03:30:00,51.5
2017-03-20 04:30:00,50.2
2017-03-20 05:30:00,53.6
2017-03-20 06:30:00,59.7
2017-03-20 07:30:00,63.2
2017-03-20 08:30:00,67.25
2017-03-20 09:30:00,69.6
2017-03-20 10:30:00,71.95
2017-03-20 11:30:00,73.85
2017-03-21 12:30:00,74.4
2017-03-21 01:30:00,76.25
2017-03-21 02:30:00,77.25
2017-03-21 03:30:00,80.80000000000003
2017-03-21 04:30:00,84.8
2017-03-21 05:30:00,89.69999999999996
2017-03-21 06:30:00,91.85
2017-03-21 07:30:00,91.35
2017-03-21 08:30:00,90.55
2017-03-21 09:30:00,87.6
2017-03-21 10:30:00,84.55000000000003
2017-03-21 11:30:00,81.4
2017-03-21 12:30:00,76.80000000000003
2017-03-21 01:30:00,69.0
2017-03-21 02:30:00,64.75
2017-03-21 03:30:00,63.95
2017-03-21 04:30:00,65.7
2017-03-21 05:30:00,67.25
2017-03-21 06:30:00,72.15
2017-03-21 07:30:00,76.05000000000003
2017-03-21 08:30:00,78.65
2017-03-21 09:30:00,80.30000000000003
