Period,RH
2017-06-06 08:30:00,89.3
2017-06-06 09:30:00,82.55
2017-06-06 10:30:00,77.05
2017-06-06 11:30:00,72.6
2017-06-06 12:30:00,73.85
2017-06-06 01:30:00,75.35
2017-06-06 02:30:00,73.05
2017-06-06 03:30:00,71.94999999999997
2017-06-06 04:30:00,73.5
2017-06-06 05:30:00,76.95
2017-06-06 06:30:00,78.9
2017-06-06 07:30:00,82.30000000000003
2017-06-06 08:30:00,87.6
2017-06-06 09:30:00,91.75
2017-06-06 10:30:00,95.15
2017-06-06 11:30:00,96.5
2017-06-07 12:30:00,96.75
2017-06-07 01:30:00,96.7
2017-06-07 02:30:00,96.85
2017-06-07 03:30:00,96.95
2017-06-07 04:30:00,97.15
2017-06-07 05:30:00,97.2
2017-06-07 06:30:00,96.95
2017-06-07 07:30:00,95.7
2017-06-07 08:30:00,91.55
2017-06-07 09:30:00,85.25
2017-06-07 10:30:00,80.35
2017-06-07 11:30:00,74.45
2017-06-07 12:30:00,69.80000000000001
2017-06-07 01:30:00,64.65
2017-06-07 02:30:00,63.0
2017-06-07 03:30:00,59.1
2017-06-07 04:30:00,57.55
2017-06-07 05:30:00,62.0
2017-06-07 06:30:00,68.6
2017-06-07 07:30:00,74.65
2017-06-07 08:30:00,78.5
2017-06-07 09:30:00,79.30000000000003
2017-06-07 10:30:00,81.2
2017-06-07 11:30:00,83.35
2017-06-08 12:30:00,88.7
2017-06-08 01:30:00,91.45
2017-06-08 02:30:00,92.5
2017-06-08 03:30:00,93.35
2017-06-08 04:30:00,94.25
2017-06-08 05:30:00,94.95
2017-06-08 06:30:00,95.65
2017-06-08 07:30:00,94.9
2017-06-08 08:30:00,87.9
2017-06-08 09:30:00,82.35
2017-06-08 10:30:00,78.2
2017-06-08 11:30:00,71.44999999999997
2017-06-08 12:30:00,68.8
2017-06-08 01:30:00,64.2
2017-06-08 02:30:00,61.6
2017-06-08 03:30:00,58.3
2017-06-08 04:30:00,53.45
2017-06-08 05:30:00,66.65
2017-06-08 06:30:00,72.35
2017-06-08 07:30:00,76.8
2017-06-08 08:30:00,79.65
2017-06-08 09:30:00,82.19999999999997
2017-06-08 10:30:00,83.3
2017-06-08 11:30:00,84.6
2017-06-09 12:30:00,82.9
2017-06-09 01:30:00,84.55
2017-06-09 02:30:00,91.5
2017-06-09 03:30:00,93.85
2017-06-09 04:30:00,94.55
2017-06-09 05:30:00,95.2
2017-06-09 06:30:00,95.1
2017-06-09 07:30:00,91.45
2017-06-09 08:30:00,84.45
2017-06-09 09:30:00,80.65
2017-06-09 10:30:00,76.65
2017-06-09 11:30:00,72.35
2017-06-09 12:30:00,68.35
2017-06-09 01:30:00,64.1
2017-06-09 02:30:00,62.55
2017-06-09 03:30:00,61.95
2017-06-09 04:30:00,62.15
2017-06-09 05:30:00,65.05000000000001
2017-06-09 06:30:00,69.9
2017-06-09 07:30:00,73.05000000000003
2017-06-09 08:30:00,77.15
2017-06-09 09:30:00,80.80000000000003
2017-06-09 10:30:00,85.6
2017-06-09 11:30:00,88.65
2017-06-10 12:30:00,91.4
2017-06-10 01:30:00,93.2
2017-06-10 02:30:00,93.65
2017-06-10 03:30:00,94.1
2017-06-10 04:30:00,94.4
2017-06-10 05:30:00,94.75
2017-06-10 06:30:00,94.9
2017-06-10 07:30:00,93.35
2017-06-10 08:30:00,87.55
2017-06-10 09:30:00,82.85
2017-06-10 10:30:00,76.05000000000003
2017-06-10 11:30:00,72.25
2017-06-10 12:30:00,69.65
2017-06-10 01:30:00,65.25
2017-06-10 02:30:00,61.2
2017-06-10 03:30:00,59.2
2017-06-10 04:30:00,64.4
2017-06-10 05:30:00,69.94999999999999
2017-06-10 06:30:00,75.65
2017-06-10 07:30:00,87.25
2017-06-10 08:30:00,93.15
2017-06-10 09:30:00,93.9
2017-06-10 10:30:00,94.75
2017-06-10 11:30:00,95.3
2017-06-11 12:30:00,96.15
2017-06-11 01:30:00,96.7
2017-06-11 02:30:00,96.9
2017-06-11 03:30:00,97.25
2017-06-11 04:30:00,97.65
2017-06-11 05:30:00,97.7
2017-06-11 06:30:00,97.65
2017-06-11 07:30:00,97.3
2017-06-11 08:30:00,96.3
2017-06-11 09:30:00,92.1
2017-06-11 10:30:00,87.80000000000004
2017-06-11 11:30:00,85.6
2017-06-11 12:30:00,80.44999999999997
2017-06-11 01:30:00,83.75
2017-06-11 02:30:00,79.6
2017-06-11 03:30:00,73.45
2017-06-11 04:30:00,74.6
2017-06-11 05:30:00,76.0
2017-06-11 06:30:00,81.55
2017-06-11 07:30:00,86.35
2017-06-11 08:30:00,90.2
2017-06-11 09:30:00,92.85
2017-06-11 10:30:00,94.35
2017-06-11 11:30:00,94.95
2017-06-12 12:30:00,95.4
2017-06-12 01:30:00,95.5
2017-06-12 02:30:00,95.95
2017-06-12 03:30:00,96.6
2017-06-12 04:30:00,96.7
2017-06-12 05:30:00,96.3
2017-06-12 06:30:00,95.95
2017-06-12 07:30:00,95.5
2017-06-12 08:30:00,93.3
2017-06-12 09:30:00,90.8
2017-06-12 10:30:00,87.9
2017-06-12 11:30:00,86.35
2017-06-12 12:30:00,84.25
2017-06-12 01:30:00,82.2
2017-06-12 02:30:00,89.30000000000004
2017-06-12 03:30:00,90.0
2017-06-12 04:30:00,88.9
2017-06-12 05:30:00,89.6
2017-06-12 06:30:00,91.75
2017-06-12 07:30:00,90.85
2017-06-12 08:30:00,92.95
2017-06-12 09:30:00,96.05
2017-06-12 10:30:00,95.8
2017-06-12 11:30:00,94.35
2017-06-13 12:30:00,93.55
2017-06-13 01:30:00,94.15
2017-06-13 02:30:00,95.6
2017-06-13 03:30:00,96.5
2017-06-13 04:30:00,97.0
2017-06-13 05:30:00,97.3
2017-06-13 06:30:00,97.5
2017-06-13 07:30:00,96.7
2017-06-13 08:30:00,93.3
2017-06-13 09:30:00,86.4
2017-06-13 10:30:00,81.1
2017-06-13 11:30:00,78.6
2017-06-13 12:30:00,73.75
2017-06-13 01:30:00,68.55
2017-06-13 02:30:00,67.15
2017-06-13 03:30:00,71.30000000000003
2017-06-13 04:30:00,77.15
2017-06-13 05:30:00,80.6
2017-06-13 06:30:00,84.25
2017-06-13 07:30:00,84.85
2017-06-13 08:30:00,87.05
2017-06-13 09:30:00,89.65
2017-06-13 10:30:00,91.05
2017-06-13 11:30:00,93.1
2017-06-14 12:30:00,94.15
2017-06-14 01:30:00,93.6
2017-06-14 02:30:00,93.2
2017-06-14 03:30:00,94.0
2017-06-14 04:30:00,94.4
2017-06-14 05:30:00,94.5
2017-06-14 06:30:00,93.95
2017-06-14 07:30:00,93.15
2017-06-14 08:30:00,91.2
2017-06-14 09:30:00,88.2
2017-06-14 10:30:00,84.95
2017-06-14 11:30:00,81.85
2017-06-14 12:30:00,78.85
2017-06-14 01:30:00,75.25
2017-06-14 02:30:00,72.85
2017-06-14 03:30:00,72.1
2017-06-14 04:30:00,67.0
2017-06-14 05:30:00,72.2
2017-06-14 06:30:00,79.95
2017-06-14 07:30:00,84.7
2017-06-14 08:30:00,87.6
2017-06-14 09:30:00,89.55
2017-06-14 10:30:00,90.8
2017-06-14 11:30:00,91.4
2017-06-15 12:30:00,92.9
2017-06-15 01:30:00,94.2
2017-06-15 02:30:00,94.25
2017-06-15 03:30:00,94.55
2017-06-15 04:30:00,94.95
2017-06-15 05:30:00,95.25
2017-06-15 06:30:00,95.65
2017-06-15 07:30:00,93.3
2017-06-15 08:30:00,88.80000000000004
2017-06-15 09:30:00,88.05
2017-06-15 10:30:00,84.65
2017-06-15 11:30:00,80.0
2017-06-15 12:30:00,75.9
2017-06-15 01:30:00,75.95
2017-06-15 02:30:00,75.85
2017-06-15 03:30:00,71.55
2017-06-15 04:30:00,67.25
2017-06-15 05:30:00,73.25
2017-06-15 06:30:00,79.6
2017-06-15 07:30:00,83.9
2017-06-15 08:30:00,91.0
2017-06-15 09:30:00,94.2
2017-06-15 10:30:00,95.15
2017-06-15 11:30:00,95.8
2017-06-16 12:30:00,96.7
2017-06-16 01:30:00,97.15
2017-06-16 02:30:00,97.45
2017-06-16 03:30:00,97.65
2017-06-16 04:30:00,97.8
2017-06-16 05:30:00,98.0
2017-06-16 06:30:00,97.9
2017-06-16 07:30:00,97.25
2017-06-16 08:30:00,92.7
2017-06-16 09:30:00,86.85
2017-06-16 10:30:00,81.5
2017-06-16 11:30:00,75.85
2017-06-16 12:30:00,72.15
2017-06-16 01:30:00,69.45
2017-06-16 02:30:00,72.3
2017-06-16 03:30:00,80.35
2017-06-16 04:30:00,81.55
2017-06-16 05:30:00,92.7
2017-06-16 06:30:00,95.35
2017-06-16 07:30:00,96.35
2017-06-16 08:30:00,97.0
2017-06-16 09:30:00,97.25
2017-06-16 10:30:00,97.7
2017-06-16 11:30:00,98.05
2017-06-17 12:30:00,98.35
2017-06-17 01:30:00,98.4
2017-06-17 02:30:00,98.5
2017-06-17 03:30:00,98.45
2017-06-17 04:30:00,98.4
2017-06-17 05:30:00,98.5
2017-06-17 06:30:00,98.5
2017-06-17 07:30:00,98.3
2017-06-17 08:30:00,96.6
2017-06-17 09:30:00,90.35
2017-06-17 10:30:00,85.15
2017-06-17 11:30:00,82.3
2017-06-17 12:30:00,76.8
2017-06-17 01:30:00,74.35
2017-06-17 02:30:00,71.5
2017-06-17 03:30:00,71.85
2017-06-17 04:30:00,70.35
2017-06-17 05:30:00,74.3
2017-06-17 06:30:00,78.45
2017-06-17 07:30:00,81.6
2017-06-17 08:30:00,85.1
2017-06-17 09:30:00,87.0
2017-06-17 10:30:00,88.95
2017-06-17 11:30:00,91.5
2017-06-18 12:30:00,92.65
2017-06-18 01:30:00,94.0
2017-06-18 02:30:00,95.05
2017-06-18 03:30:00,95.65
2017-06-18 04:30:00,95.8
2017-06-18 05:30:00,96.15
2017-06-18 06:30:00,96.85
2017-06-18 07:30:00,97.3
2017-06-18 08:30:00,96.85
2017-06-18 09:30:00,94.95
2017-06-18 10:30:00,91.1
2017-06-18 11:30:00,87.65
2017-06-18 12:30:00,84.65
2017-06-18 01:30:00,79.05000000000003
2017-06-18 02:30:00,75.75
2017-06-18 03:30:00,71.5
2017-06-18 04:30:00,69.05000000000001
2017-06-18 05:30:00,74.45
2017-06-18 06:30:00,81.0
2017-06-18 07:30:00,84.5
2017-06-18 08:30:00,84.94999999999997
2017-06-18 09:30:00,87.65
2017-06-18 10:30:00,89.55
2017-06-18 11:30:00,90.7
2017-06-19 12:30:00,91.75
2017-06-19 01:30:00,93.7
2017-06-19 02:30:00,94.7
2017-06-19 03:30:00,94.95
2017-06-19 04:30:00,95.9
2017-06-19 05:30:00,96.7
2017-06-19 06:30:00,97.15
2017-06-19 07:30:00,97.25
2017-06-19 08:30:00,96.3
2017-06-19 09:30:00,92.45
2017-06-19 10:30:00,88.25
2017-06-19 11:30:00,84.0
2017-06-19 12:30:00,78.75
2017-06-19 01:30:00,73.3
2017-06-19 02:30:00,70.3
2017-06-19 03:30:00,68.9
2017-06-19 04:30:00,73.75
2017-06-19 05:30:00,84.0
2017-06-19 06:30:00,84.8
2017-06-19 07:30:00,89.44999999999996
2017-06-19 08:30:00,92.0
2017-06-19 09:30:00,93.4
2017-06-19 10:30:00,94.25
2017-06-19 11:30:00,94.6
2017-06-20 12:30:00,95.25
2017-06-20 01:30:00,95.45
2017-06-20 02:30:00,95.75
2017-06-20 03:30:00,95.9
2017-06-20 04:30:00,96.15
2017-06-20 05:30:00,96.55
2017-06-20 06:30:00,96.95
2017-06-20 07:30:00,96.75
2017-06-20 08:30:00,94.65
2017-06-20 09:30:00,89.3
2017-06-20 10:30:00,83.4
2017-06-20 11:30:00,79.55000000000003
2017-06-20 12:30:00,79.9
2017-06-20 01:30:00,82.94999999999997
2017-06-20 02:30:00,79.6
2017-06-20 03:30:00,88.75
2017-06-20 04:30:00,93.75
2017-06-20 05:30:00,90.9
2017-06-20 06:30:00,93.35
2017-06-20 07:30:00,95.3
2017-06-20 08:30:00,96.25
2017-06-20 09:30:00,96.65
2017-06-20 10:30:00,96.95
2017-06-20 11:30:00,97.15
2017-06-21 12:30:00,97.4
2017-06-21 01:30:00,97.7
2017-06-21 02:30:00,98.0
2017-06-21 03:30:00,98.3
2017-06-21 04:30:00,98.5
2017-06-21 05:30:00,98.65
2017-06-21 06:30:00,98.7
2017-06-21 07:30:00,98.65
2017-06-21 08:30:00,97.9
2017-06-21 09:30:00,91.05
2017-06-21 10:30:00,86.6
2017-06-21 11:30:00,80.6
2017-06-21 12:30:00,75.55
2017-06-21 01:30:00,73.69999999999997
2017-06-21 02:30:00,70.4
2017-06-21 03:30:00,68.80000000000001
2017-06-21 04:30:00,70.75
2017-06-21 05:30:00,72.5
2017-06-21 06:30:00,79.25
2017-06-21 07:30:00,84.8
2017-06-21 08:30:00,86.8
2017-06-21 09:30:00,88.25
2017-06-21 10:30:00,89.44999999999996
2017-06-21 11:30:00,91.35
2017-06-22 12:30:00,93.05
2017-06-22 01:30:00,94.25
2017-06-22 02:30:00,94.75
2017-06-22 03:30:00,95.1
2017-06-22 04:30:00,95.7
2017-06-22 05:30:00,96.15
2017-06-22 06:30:00,96.3
2017-06-22 07:30:00,95.8
2017-06-22 08:30:00,93.15
2017-06-22 09:30:00,86.5
2017-06-22 10:30:00,83.05
2017-06-22 11:30:00,81.65
2017-06-22 12:30:00,74.2
2017-06-22 01:30:00,68.35
2017-06-22 02:30:00,65.05
2017-06-22 03:30:00,62.8
2017-06-22 04:30:00,64.9
2017-06-22 05:30:00,66.95
2017-06-22 06:30:00,79.35
2017-06-22 07:30:00,90.65
2017-06-22 08:30:00,92.95
2017-06-22 09:30:00,93.55
2017-06-22 10:30:00,93.55
2017-06-22 11:30:00,93.5
2017-06-23 12:30:00,94.1
2017-06-23 01:30:00,94.2
2017-06-23 02:30:00,93.85
2017-06-23 03:30:00,91.65
2017-06-23 04:30:00,90.65
2017-06-23 05:30:00,92.8
2017-06-23 06:30:00,95.3
2017-06-23 07:30:00,97.0
2017-06-23 08:30:00,97.25
2017-06-23 09:30:00,96.05
2017-06-23 10:30:00,91.65
2017-06-23 11:30:00,86.25
2017-06-23 12:30:00,80.75
2017-06-23 01:30:00,77.6
2017-06-23 02:30:00,74.05
2017-06-23 03:30:00,78.75
2017-06-23 04:30:00,92.3
2017-06-23 05:30:00,96.0
2017-06-23 06:30:00,95.75
2017-06-23 07:30:00,96.45
2017-06-23 08:30:00,96.9
2017-06-23 09:30:00,97.45
2017-06-23 10:30:00,97.7
2017-06-23 11:30:00,97.8
2017-06-24 12:30:00,98.15
2017-06-24 01:30:00,98.0
2017-06-24 02:30:00,97.95
2017-06-24 03:30:00,97.9
2017-06-24 04:30:00,98.05
2017-06-24 05:30:00,98.55
2017-06-24 06:30:00,98.7
2017-06-24 07:30:00,98.75
2017-06-24 08:30:00,98.1
2017-06-24 09:30:00,94.05
2017-06-24 10:30:00,87.35
2017-06-24 11:30:00,83.75
2017-06-24 12:30:00,78.05
2017-06-24 01:30:00,77.9
2017-06-24 02:30:00,74.85
2017-06-24 03:30:00,74.05
2017-06-24 04:30:00,75.9
2017-06-24 05:30:00,80.15
2017-06-24 06:30:00,89.2
2017-06-24 07:30:00,92.85
2017-06-24 08:30:00,94.4
2017-06-24 09:30:00,95.4
2017-06-24 10:30:00,96.0
2017-06-24 11:30:00,96.4
2017-06-25 12:30:00,96.65
2017-06-25 01:30:00,96.95
2017-06-25 02:30:00,97.3
2017-06-25 03:30:00,97.65
2017-06-25 04:30:00,97.95
2017-06-25 05:30:00,98.2
2017-06-25 06:30:00,98.3
2017-06-25 07:30:00,96.6
2017-06-25 08:30:00,91.2
2017-06-25 09:30:00,86.25
2017-06-25 10:30:00,81.35
2017-06-25 11:30:00,83.4
2017-06-25 12:30:00,88.6
2017-06-25 01:30:00,82.25
2017-06-25 02:30:00,78.8
2017-06-25 03:30:00,70.9
2017-06-25 04:30:00,70.1
2017-06-25 05:30:00,75.15
2017-06-25 06:30:00,83.15
2017-06-25 07:30:00,87.75
2017-06-25 08:30:00,90.3
2017-06-25 09:30:00,93.65
2017-06-25 10:30:00,96.45
2017-06-25 11:30:00,97.05
2017-06-26 12:30:00,97.25
2017-06-26 01:30:00,97.6
2017-06-26 02:30:00,98.0
2017-06-26 03:30:00,98.35
2017-06-26 04:30:00,98.5
2017-06-26 05:30:00,98.5
2017-06-26 06:30:00,98.45
2017-06-26 07:30:00,98.05
2017-06-26 08:30:00,96.45
2017-06-26 09:30:00,90.75
2017-06-26 10:30:00,86.0
2017-06-26 11:30:00,82.1
2017-06-26 12:30:00,79.69999999999997
2017-06-26 01:30:00,80.45
2017-06-26 02:30:00,82.7
2017-06-26 03:30:00,83.19999999999997
2017-06-26 04:30:00,82.25
2017-06-26 05:30:00,84.45
2017-06-26 06:30:00,90.7
2017-06-26 07:30:00,93.9
2017-06-26 08:30:00,95.6
2017-06-26 09:30:00,96.35
2017-06-26 10:30:00,96.75
2017-06-26 11:30:00,96.9
2017-06-27 12:30:00,96.8
2017-06-27 01:30:00,97.0
2017-06-27 02:30:00,97.45
2017-06-27 03:30:00,97.75
2017-06-27 04:30:00,98.15
2017-06-27 05:30:00,98.25
2017-06-27 06:30:00,98.5
2017-06-27 07:30:00,98.3
2017-06-27 08:30:00,98.05
2017-06-27 09:30:00,97.25
2017-06-27 10:30:00,93.7
2017-06-27 11:30:00,88.44999999999996
2017-06-27 12:30:00,83.75
2017-06-27 01:30:00,82.65
2017-06-27 02:30:00,85.19999999999997
2017-06-27 03:30:00,84.0
2017-06-27 04:30:00,79.8
2017-06-27 05:30:00,83.44999999999997
2017-06-27 06:30:00,88.0
2017-06-27 07:30:00,92.6
2017-06-27 08:30:00,94.55
2017-06-27 09:30:00,95.25
2017-06-27 10:30:00,95.65
2017-06-27 11:30:00,96.45
2017-06-28 12:30:00,97.0
2017-06-28 01:30:00,97.3
2017-06-28 02:30:00,97.5
2017-06-28 03:30:00,97.75
2017-06-28 04:30:00,98.0
2017-06-28 05:30:00,98.3
2017-06-28 06:30:00,98.6
2017-06-28 07:30:00,98.8
2017-06-28 08:30:00,98.25
2017-06-28 09:30:00,93.75
2017-06-28 10:30:00,84.2
2017-06-28 11:30:00,79.94999999999997
2017-06-28 12:30:00,75.6
2017-06-28 01:30:00,68.69999999999999
2017-06-28 02:30:00,64.55
2017-06-28 03:30:00,67.65
2017-06-28 04:30:00,70.4
2017-06-28 05:30:00,76.95
2017-06-28 06:30:00,80.2
2017-06-28 07:30:00,83.15
2017-06-28 08:30:00,90.8
2017-06-28 09:30:00,94.1
2017-06-28 10:30:00,95.15
2017-06-28 11:30:00,95.75
2017-06-29 12:30:00,96.35
2017-06-29 01:30:00,96.95
2017-06-29 02:30:00,97.4
2017-06-29 03:30:00,97.7
2017-06-29 04:30:00,97.95
2017-06-29 05:30:00,98.15
2017-06-29 06:30:00,98.35
2017-06-29 07:30:00,98.0
2017-06-29 08:30:00,97.0
2017-06-29 09:30:00,93.25
2017-06-29 10:30:00,88.4
2017-06-29 11:30:00,82.9
2017-06-29 12:30:00,77.8
2017-06-29 01:30:00,73.0
2017-06-29 02:30:00,69.1
2017-06-29 03:30:00,68.55
2017-06-29 04:30:00,70.0
2017-06-29 05:30:00,79.6
2017-06-29 06:30:00,87.1
2017-06-29 07:30:00,92.3
2017-06-29 08:30:00,95.25
2017-06-29 09:30:00,96.4
2017-06-29 10:30:00,96.9
2017-06-29 11:30:00,97.1
2017-06-30 12:30:00,97.4
2017-06-30 01:30:00,97.65
2017-06-30 02:30:00,97.85
2017-06-30 03:30:00,98.15
2017-06-30 04:30:00,98.35
2017-06-30 05:30:00,98.45
2017-06-30 06:30:00,98.55
2017-06-30 07:30:00,98.2
2017-06-30 08:30:00,95.7
2017-06-30 09:30:00,89.35
2017-06-30 10:30:00,83.25
2017-06-30 11:30:00,77.6
2017-06-30 12:30:00,71.65
2017-06-30 01:30:00,69.0
2017-06-30 02:30:00,65.05
2017-06-30 03:30:00,63.35
2017-06-30 04:30:00,61.95
2017-06-30 05:30:00,64.4
2017-06-30 06:30:00,71.55
2017-06-30 07:30:00,80.65
2017-06-30 08:30:00,85.65
2017-06-30 09:30:00,87.5
2017-06-30 10:30:00,89.5
2017-06-30 11:30:00,92.35
2017-07-01 12:30:00,94.2
2017-07-01 01:30:00,95.4
2017-07-01 02:30:00,96.15
2017-07-01 03:30:00,96.6
2017-07-01 04:30:00,96.8
2017-07-01 05:30:00,96.6
2017-07-01 06:30:00,96.25
2017-07-01 07:30:00,95.6
2017-07-01 08:30:00,91.9
2017-07-01 09:30:00,88.4
2017-07-01 10:30:00,85.5
2017-07-01 11:30:00,78.3
2017-07-01 12:30:00,75.69999999999997
2017-07-01 01:30:00,70.6
2017-07-01 02:30:00,66.5
2017-07-01 03:30:00,66.6
2017-07-01 04:30:00,77.85
2017-07-01 05:30:00,87.85
2017-07-01 06:30:00,88.75
2017-07-01 07:30:00,91.35
2017-07-01 08:30:00,91.95
2017-07-01 09:30:00,92.25
2017-07-01 10:30:00,93.8
2017-07-01 11:30:00,94.65
2017-07-02 12:30:00,95.45
2017-07-02 01:30:00,96.15
2017-07-02 02:30:00,96.7
2017-07-02 03:30:00,97.1
2017-07-02 04:30:00,97.15
2017-07-02 05:30:00,97.15
2017-07-02 06:30:00,97.15
2017-07-02 07:30:00,96.95
2017-07-02 08:30:00,95.75
2017-07-02 09:30:00,93.4
2017-07-02 10:30:00,87.8
2017-07-02 11:30:00,86.05
2017-07-02 12:30:00,81.85
2017-07-02 01:30:00,76.5
2017-07-02 02:30:00,71.45
2017-07-02 03:30:00,69.65
2017-07-02 04:30:00,69.25
2017-07-02 05:30:00,72.3
2017-07-02 06:30:00,77.55
2017-07-02 07:30:00,89.55
2017-07-02 08:30:00,94.95
2017-07-02 09:30:00,95.9
2017-07-02 10:30:00,96.6
2017-07-02 11:30:00,97.35
2017-07-03 12:30:00,97.75
2017-07-03 01:30:00,98.05
2017-07-03 02:30:00,98.4
2017-07-03 03:30:00,98.4
2017-07-03 04:30:00,98.55
2017-07-03 05:30:00,98.6
2017-07-03 06:30:00,98.55
2017-07-03 07:30:00,98.25
2017-07-03 08:30:00,96.0
2017-07-03 09:30:00,88.55
2017-07-03 10:30:00,82.19999999999997
2017-07-03 11:30:00,78.1
2017-07-03 12:30:00,75.4
2017-07-03 01:30:00,71.6
2017-07-03 02:30:00,74.65
2017-07-03 03:30:00,74.25
2017-07-03 04:30:00,70.9
2017-07-03 05:30:00,76.05000000000003
2017-07-03 06:30:00,82.3
2017-07-03 07:30:00,88.0
2017-07-03 08:30:00,90.2
2017-07-03 09:30:00,92.3
2017-07-03 10:30:00,92.9
2017-07-03 11:30:00,94.85
2017-07-04 12:30:00,96.25
2017-07-04 01:30:00,97.05
2017-07-04 02:30:00,97.5
2017-07-04 03:30:00,97.75
2017-07-04 04:30:00,97.8
2017-07-04 05:30:00,97.8
2017-07-04 06:30:00,97.8
2017-07-04 07:30:00,97.75
2017-07-04 08:30:00,97.0
2017-07-04 09:30:00,94.0
2017-07-04 10:30:00,89.85
2017-07-04 11:30:00,87.6
2017-07-04 12:30:00,84.4
2017-07-04 01:30:00,79.35
2017-07-04 02:30:00,76.9
2017-07-04 03:30:00,73.3
2017-07-04 04:30:00,76.9
2017-07-04 05:30:00,89.05000000000004
2017-07-04 06:30:00,92.1
2017-07-04 07:30:00,94.05
2017-07-04 08:30:00,94.95
2017-07-04 09:30:00,95.3
2017-07-04 10:30:00,94.2
2017-07-04 11:30:00,95.0
2017-07-05 12:30:00,95.95
2017-07-05 01:30:00,96.65
2017-07-05 02:30:00,97.15
2017-07-05 03:30:00,97.4
2017-07-05 04:30:00,97.4
2017-07-05 05:30:00,97.45
2017-07-05 06:30:00,97.35
2017-07-05 07:30:00,96.1
2017-07-05 08:30:00,92.3
2017-07-05 09:30:00,88.65
2017-07-05 10:30:00,85.0
2017-07-05 11:30:00,79.2
2017-07-05 12:30:00,76.80000000000003
2017-07-05 01:30:00,73.35
2017-07-05 02:30:00,75.65
2017-07-05 03:30:00,79.6
2017-07-05 04:30:00,79.9
2017-07-05 05:30:00,89.75
2017-07-05 06:30:00,93.35
2017-07-05 07:30:00,93.45
2017-07-05 08:30:00,94.9
2017-07-05 09:30:00,96.7
2017-07-05 10:30:00,97.6
2017-07-05 11:30:00,98.0
2017-07-06 12:30:00,98.35
2017-07-06 01:30:00,98.5
2017-07-06 02:30:00,98.45
2017-07-06 03:30:00,98.5
2017-07-06 04:30:00,98.6
2017-07-06 05:30:00,98.6
2017-07-06 06:30:00,98.55
2017-07-06 07:30:00,98.05
2017-07-06 08:30:00,95.2
2017-07-06 09:30:00,89.5
2017-07-06 10:30:00,83.5
2017-07-06 11:30:00,79.1
2017-07-06 12:30:00,80.05
2017-07-06 01:30:00,77.9
2017-07-06 02:30:00,73.85
2017-07-06 03:30:00,76.65
2017-07-06 04:30:00,78.6
2017-07-06 05:30:00,91.55
2017-07-06 06:30:00,95.7
2017-07-06 07:30:00,96.7
2017-07-06 08:30:00,97.6
2017-07-06 09:30:00,98.0
2017-07-06 10:30:00,98.2
2017-07-06 11:30:00,98.1
2017-07-07 12:30:00,98.25
2017-07-07 01:30:00,98.35
2017-07-07 02:30:00,98.4
2017-07-07 03:30:00,98.6
2017-07-07 04:30:00,98.65
2017-07-07 05:30:00,98.85
2017-07-07 06:30:00,98.95
2017-07-07 07:30:00,98.7
2017-07-07 08:30:00,97.9
2017-07-07 09:30:00,93.15
2017-07-07 10:30:00,90.2
2017-07-07 11:30:00,86.0
2017-07-07 12:30:00,81.75
2017-07-07 01:30:00,79.1
2017-07-07 02:30:00,76.3
2017-07-07 03:30:00,76.05
2017-07-07 04:30:00,76.9
2017-07-07 05:30:00,80.35
2017-07-07 06:30:00,84.65
2017-07-07 07:30:00,88.95
2017-07-07 08:30:00,91.5
2017-07-07 09:30:00,92.75
2017-07-07 10:30:00,93.75
2017-07-07 11:30:00,94.95
2017-07-08 12:30:00,95.95
2017-07-08 01:30:00,96.65
2017-07-08 02:30:00,97.05
2017-07-08 03:30:00,97.5
2017-07-08 04:30:00,98.0
2017-07-08 05:30:00,98.35
2017-07-08 06:30:00,98.5
2017-07-08 07:30:00,98.5
2017-07-08 08:30:00,98.1
2017-07-08 09:30:00,95.25
2017-07-08 10:30:00,90.15
2017-07-08 11:30:00,88.94999999999996
2017-07-08 12:30:00,83.94999999999997
2017-07-08 01:30:00,79.5
2017-07-08 02:30:00,77.1
2017-07-08 03:30:00,76.0
2017-07-08 04:30:00,74.35
2017-07-08 05:30:00,79.85
2017-07-08 06:30:00,84.95
2017-07-08 07:30:00,89.8
2017-07-08 08:30:00,91.85
2017-07-08 09:30:00,92.95
2017-07-08 10:30:00,94.45
2017-07-08 11:30:00,94.95
2017-07-09 12:30:00,94.65
2017-07-09 01:30:00,95.05
2017-07-09 02:30:00,95.45
2017-07-09 03:30:00,96.9
2017-07-09 04:30:00,97.4
2017-07-09 05:30:00,97.7
2017-07-09 06:30:00,97.85
2017-07-09 07:30:00,97.8
2017-07-09 08:30:00,97.7
2017-07-09 09:30:00,95.75
2017-07-09 10:30:00,88.80000000000004
2017-07-09 11:30:00,84.05000000000003
2017-07-09 12:30:00,80.0
2017-07-09 01:30:00,76.15
2017-07-09 02:30:00,76.1
2017-07-09 03:30:00,73.05000000000003
2017-07-09 04:30:00,73.94999999999997
2017-07-09 05:30:00,78.15
2017-07-09 06:30:00,82.55000000000003
2017-07-09 07:30:00,85.5
2017-07-09 08:30:00,88.65
2017-07-09 09:30:00,91.5
2017-07-09 10:30:00,93.35
2017-07-09 11:30:00,94.55
2017-07-10 12:30:00,94.6
2017-07-10 01:30:00,94.4
2017-07-10 02:30:00,94.3
2017-07-10 03:30:00,95.3
